id,video_id,title,channel_title,description,comment_count,like_count,view_count
24,5D3crqpClPY,50 Cent - Many Men (Wish Death) (Dirty Version),50CentVEVO,"REMASTERED IN HD!

Official Music Video for Many Men (Wish Death) performed by 50 Cent.



Best of: https://50Cent.lnk.to/YTBestOf

Subscribe: https://50Cent.lnk.to/YTSubscribe

Stream: https://stream.lnk.to/50Cent 



Follow 50 Cent

Instagram: https://www.instagram.com/50cent

Twitter: https://twitter.com/50cent

Facebook: https://en-gb.facebook.com/50cent

TikTok: https://www.tiktok.com/@50cent



(C) 2003 Shady Records/Aftermath Records/Interscope Records



#50Cent #ManyMen #Remastered #Vevo",88854,3039313,487209701
25,GNqYWkiBHHw,50 Cent - Disco Inferno (Official Music Video),50CentVEVO,"REMASTERED IN HD!

Official Music Video for Disco Inferno performed by 50 Cent. 


Get your 50 Cent & G-Unit Merch here: https://www.gunitbrands.com


Best of: https://50Cent.lnk.to/YTBestOf
Subscribe: https://50Cent.lnk.to/YTSubscribe
Stream: https://stream.lnk.to/50Cent 


Follow 50 Cent
Instagram: https://www.instagram.com/50cent
Twitter: https://twitter.com/50cent
Facebook: https://en-gb.facebook.com/50cent
TikTok: https://www.tiktok.com/@50cent


(C) 2005 Shady Records/Aftermath Records/Interscope Records


#50Cent #DiscoInferno #Remastered",12324,426705,45078079
26,cDMhlvbOFaM,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,50CentVEVO,"REMASTERED IN HD!
Best of 50 Cent: https://goo.gl/PgrRic
Subscribe here: https://goo.gl/o954jF

Music video by 50 Cent performing 21 Questions. (C) 2003 Shady Records/Aftermath Records/Interscope Records

#50Cent #21Questions #Remastered",56474,3026395,552255306
27,Zl64MRAqQxk,"Eminem, 50 Cent - Is This Love ('09) [Visualizer]",EminemVEVO,"Listen to ""Curtain Call 2"": 
https://Eminem.lnk.to/CurtainCall2
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

Directed By:  Richard Selvi
Production Company:  Swiss Made Entertainment
Creative Director: James Larese 
Commissioners: Vincenza Conticchio & Kathy Angstadt 

#Eminem #50Cent #IsThisLove?

Music video by Eminem, 50 Cent performing Is This Love ('09) (Visualizer). © 2022 Marshall B. Mathers III

http://vevo.ly/Z77KXU",9438,279672,7281280
28,_vUC0-V2k1E,50 Cent - If I Can't (Official Music Video),Wu Sound,"From the album Get Rich or Die Tryin' [2003]


©UMG",24,834,74523
29,UQNLDwQYDDg,50 Cent-Best Friend(Remix),Lightning,50 Cent- Best Friend(Remix),53,7146,368514
30,CD-E-LDc384,Metallica: Enter Sandman (Official Music Video),Metallica,"Metallica's official music video for “Enter Sandman,” from the album “Metallica.” Subscribe for more videos: https://metallica.lnk.to/subscribe

Listen to Metallica: https://metallica.lnk.to/listen

Directed by Wayne Isham
Filmed in June 1991 in Los Angeles, CA

Video Premiere Date: July 30, 1991

Follow Metallica:
Website & Store: http://www.metallica.com
Official Live Recordings: http://www.livemetallica.com
Instagram: http://www.instagram.com/metallica
Facebook: http://www.facebook.com/metallica
Twitter: http://www.twitter.com/metallica

© 1991 Blackened Recordings

#Metallica #TheBlackAlbum",83936,3083599,617676581
31,tAGnKpE4NCI,Metallica: Nothing Else Matters (Official Music Video),Metallica,"Metallica's official music video for “Nothing Else Matters,” from the album “Metallica.” Subscribe for more videos: https://metallica.lnk.to/subscribe

Listen to Metallica: https://metallica.lnk.to/listen
Directed by Adam Dubin
Filmed during the recording of The Black Album in Spring 1991 in North Hollywood, CA

Video Premiere Date: February 25, 1992

Follow Metallica:
Website & Store: http://www.metallica.com
Official Live Recordings: http://www.livemetallica.com
Instagram: http://www.instagram.com/metallica
Facebook: http://www.facebook.com/metallica
Twitter: http://www.twitter.com/metallica

© 1992 Blackened Recordings

#Metallica #TheBlackAlbum",143814,5539782,1300771609
32,E0ozmU9cJDg,Master of Puppets (Remastered),Metallica - Topic,"Provided to YouTube by Blackened Recordings

Master of Puppets (Remastered) · Metallica

Master of Puppets (Remastered Deluxe Box Set)

℗ 1986 Blackened Recordings

Released on: 1986-03-03

Auto-generated by YouTube.",6109,502707,41275369
33,wsrvmNtWU4E,Metallica - Whiskey In The Jar (Official Music Video),Warner Records Vault,"“Whiskey In The Jar” by Metallica from the album “Garage Inc. © 1998

Lyrics: 
As I was going over the Cork and Kerry mountains
I saw Captain Farrell and his money he was counting
I first produced my pistol and then produced my rapier
I said stand and deliver or the devil, he may take you
I took all of his money and it was a pretty penny
I took all of his money, yeah, and I brought it home to Molly
She swore that she would love me, no never would she leave me
But the devil take that woman, yeah, for you know she tricked me easy

Musha ring dum a doo dum a da
Whack for my daddy-o
Whack for my daddy-o
There's whiskey in the jar-o

Being drunk and weary I went to Molly's chamber
Taking money with me but I never knew the danger
For about six or maybe seven in walked Captain Farrell
I jumped up, fired off my pistols and I shot him with both barrels, yeah

Musha ring dum a doo dum a da
Whack for my daddy-o
Whack for my daddy-o
There's whiskey in the jar-o
Yeah-ah, whiskey in the jar-o
Yeah, yeah, yeah, woah
Yeah, yeah

Now some men like the fishing and some men like the fowling
And some men like to hear, to hear cannon ball a roaring
Me? I like sleeping specially in my Molly's chamber
But here I am in prison, here I am with a ball and chain, yeah

Musha ring dum a doo dum a da, yeah, yeah
Whack for my daddy-o
Whack for my daddy-o
Whiskey in the jar-o, yeah
Whiskey in the jar-o, yeah

Musha ring dum a doo dum a da
Musha ring dum a doo dum a da
Hey, musha ring dum a doo dum a da
Musha ring dum a doo dum a da, yeah
 
Follow Metallica
https://www.metallica.com/
https://www.instagram.com/metallica 
https://www.facebook.com/Metallica/ 
https://twitter.com/Metallica 
 
#Metallica #WhiskeyInTheJar #GrageInc",13019,474925,123219746
34,Ckom3gf57Yw,Metallica - The Unforgiven (Official Music Video),Warner Records Vault,"“The Unforgiven” by Metallica from the album Metallica © 1991

Lyrics: 
New blood joins this Earth and quickly he's subdued
Through constant pained disgrace, the young boy learns their rules
With time the child draws in this whipping boy done wrong
Deprived of all his thoughts, the young man struggles on and on
He's known, ooh, a vow unto his own that never from this day
His will they'll take away, yeah

What I've felt, what I've known
Never shined through in what I've shown
Never be, never see
Won't see what might have been
What I've felt, what I've known
Never shined through in what I've shown
Never free, never me
So I dub thee ""Unforgiven""

They dedicate their lives to running all of his
He tries to please them all this bitter man he is
Throughout his life the same, he's battled constantly
This fight he cannot win, a tired man they see no longer cares
The old man then prepares to die regretfully
That old man here is me, yeah

What I've felt, what I've known
Never shined through in what I've shown
Never be, never see
Won't see what might have been
What I've felt, what I've known
Never shined through in what I've shown
Never free, never me
So I dub thee ""Unforgiven""

What I've felt, what I've known
Never shined through in what I've shown
Never be, never see
Won't see what might have been
What I've felt, what I've known
Never shined through in what I've shown
Never free, never me
So I dub thee ""Unforgiven,"" whoa

Never free, never me
So I dub thee ""Unforgiven""
You labeled me, I'll label you
So I dub thee ""Unforgiven""
Ah, never free, never me
So I dub thee ""Unforgiven""
You labeled me, I'll label you
So I dub thee ""Unforgiven""
Never free, never me
So I dub thee ""Unforgiven""
 
Follow Metallica
https://www.metallica.com/
https://www.instagram.com/metallica 
https://www.facebook.com/Metallica/ 
https://twitter.com/Metallica 
 
#Metallica #TheUnforgiven",48114,1870891,441646763
35,oTS5cPTqFWM,Metallica - One (Official Music Video) [Remastered in HD],"No Music, No Life !","""One"" from the album ""...And Justice For All"" (1988) performed by Metallica",1,56,2115
36,B_HSa1dEL9s,For Whom The Bell Tolls (Remastered),Metallica - Topic,"Provided to YouTube by Blackened Recordings

For Whom The Bell Tolls (Remastered) · Metallica

Ride The Lightning (Remastered)

℗ 1984 Blackened Recordings

Released on: 1984-07-27

Auto-generated by YouTube.",2846,492728,50628538
37,_u-7rWKnVVo,Metallica: Lux Æterna (Official Music Video),Metallica,"Metallica's official music video for “Lux Æterna,” from the album “72 Seasons.”

Listen to “72 Seasons”: https://metallica.lnk.to/72Seasons 
Subscribe for more videos: https://tallica.lnk.to/subscribe

Directed by Tim Saccenti
Filmed in Los Angeles, CA, on November 3, 2022

Video Premiere Date: November 28, 2022

LYRICS

Anticipation
In domination 
A sea of hearts beat as one, unified
Magnification
All generations
Approaching thunder awaiting the light

Full speed or nothing 
Full speed or nothing 

Lux Æterna 
Lux Æterna 

Exhilaration
Frenzied sensation 
Kindred alliance connected inside
Commiseration
Sonic salvation
Cast out the demons that strangle your life

Full speed or nothing
Full speed or nothing 

Lux Æterna 
Lux Æterna 

Lux Æterna

Emancipation 
Kill isolation
Never alone for the feelings alike 
Amplification 
Lightning the nation
Never alive more
Than right here tonight

Full speed or nothing
Full speed or nothing 

Lux Æterna 
Lux Æterna 

Light it

CREDITS

Director: Tim Saccenti
Producer: Daniel Lachman
Executive Producer: Jennifer Heath
Production Supervisor: Kelsie Drinkwater Buchanan
Production Coordinator: Jorge Espinoza
DP: Joshua Zucker-Pluda
Steadicam: Xavier Thompson
1st AC: Nobuyoshi Sakurai
2nd AC: Ryan Murray
DIT: James Petersmeyer
1st AD: Michael Estrella
2nd AD: Ryan Pratt
Gaffer: Drew Valenti
BB Electric: Arin Whitlock
Electric: Tom Peña
Electric: Liam Madigan-Fried
Programmer: Iván Jesús Herrera
Key Grip: Charles Lenz
BB Grip: Kevin Frame
Grip: Michael Perez
Grip: Christopher Lewis
Laser Designer: Adam LaBay @ Precision Lasers
Projectionist: Ryan Griffin @ Projected Visions
Production Designer: Kurt Gefke
Art Asst: Dylan Robie
Stylist: Keith Wager
Hair & Makeup: Lily Barren
VTR: Ignacio Martinez Jr
Medic: Matt Payne
CCO: Chris Howard
Covid Coord. Jaden Osborne
AD PA: Benjamin Salvador
Production Assistant: Joe Largy
Production Assistant: Xavier Musti
Production Assistant: Akil Moore
Production Assistant: Alicia Echevarria
Production Assistant: Oscar Amaya
Production Assistant: Sadé Grandberry

Visuals Curator: Dina Chang
Creative Direction: Setta Studios
Production Company: RadicalMedia

Editorial: PS260
Editor: Matt Posey
Assistant Editors: Conor O'Sullivan, Sarah Mlčoch
Sound Designer: Nicole Pettigrew
Executive Producer: Raná Martin
Managing Partner: Zarina Mak
 
Colorist: Tom Poole @ Co3

VFX: Mark Szumski @ Hey Beautiful Jerk
 
Digital Artists:
Newnome Beauton
Manami Sakamoto
Yoshi Sodeoka
Ibex Solis
Datura

Follow Metallica:
Website & Store: http://www.metallica.com
Official Live Recordings: http://www.livemetallica.com
Instagram: http://www.instagram.com/metallica
Facebook: http://www.facebook.com/metallica
Twitter: http://www.twitter.com/metallica

© 2022 Blackened Recordings

#Metallica #LuxÆterna #72Seasons",46183,517381,20275980
38,A8MO7fkZc5o,Metallica: Sad But True (Official Music Video),Metallica,"Metallica's official music video for “Sad But True,” from the album “Metallica.” Subscribe for more videos: https://metallica.lnk.to/subscribe

Listen to Metallica: https://metallica.lnk.to/listen

Directed by Wayne Isham
Filmed in January 1992 in San Diego, CA

Video Premiere Date: October 5, 1992

Follow Metallica:
Website & Store: http://www.metallica.com
Official Live Recordings: http://www.livemetallica.com
Instagram: http://www.instagram.com/metallica
Facebook: http://www.facebook.com/metallica
Twitter: http://www.twitter.com/metallica

© 1992 Blackened Recordings

#Metallica #TheBlackAlbum",15913,466563,81304781
39,ZDyDpdFZHBo,Metallica: Screaming Suicide (Official Music Video),Metallica,"Metallica's official music video for “Screaming Suicide,” from the album “72 Seasons.”

“‘Screaming Suicide’ addresses the taboo word of suicide. The intention is to communicate about the darkness we feel inside. It's ridiculous to think we should deny that we have these thoughts. At one point or another, I believe most people have thought about it. To face it is to speak the unspoken. If it's a human experience, we should be able to talk about it. You are not alone.”

------

If you or someone you know is struggling with thoughts of suicide, please reach out for help.

United States
988 Suicide & Crisis Lifeline - https://988lifeline.org, 1-800-273-8255 or 988
One Tribe Foundation - https://1tribefoundation.org, 1-214-462-7229

Australia
headspace - https://headspace.org.au, 1800 650 890 
Lifeline - https://www.lifeline.org.au, 13 11 14
Kids Helpline - https://kidshelpline.com.au, 1800 55 1800
Beyond Blue - https://www.beyondblue.org.au, 1300 22 4636
 
Denmark
Livslinien - https://www.livslinien.dk, 70 201 201
 
Germany
TelefonSeelsorge Deutschland - https://www.telefonseelsorge.de, 0800 111 0 111, 0800 111 0 222, or 116 123
 
New Zealand
New Zealand Depression Helpline - https://www.depression.org.nz, 0800 111 757 or text 4202
 
Norway
Sidetmedord Hjelpetelefonen - https://www.sidetmedord.no, 116 123 and, for young people, 116 111 
 
United Kingdom
Samaritans - https://www.samaritans.org, 116 123

------

Listen to “72 Seasons”: https://metallica.lnk.to/72Seasons 
Subscribe for more videos: https://tallica.lnk.to/subscribe

Directed by Tim Saccenti
Filmed in Los Angeles, CA, on January 8, 2023

Video Premiere Date: January 19, 2023

LYRICS

Welcome to this life
Born into the fight
Here to claim your dream
Look you in the eye
Patch the broken sky
Craving dopamine
Then my voice appears
Teaching you of fears
Are you good enough?
You don’t recognize
Head is full of lies
You should just give up
 
Listen well, better listen well
Listen well, better listen well
 
Don’t ever speak my name
Remember you’re to blame
Keep me inside
Keep me inside
My name is suicide
 
Curse another day
Spirit locked away
Punish and deprive
Hate to be awake
Living a mistake
More dead than alive
Then a voice appears
Whisper in your ears
“You are good enough”
Throwing down a rope
A lifeline of hope
Never give you up
 
Listen well, better listen well
Listen well, better listen well
 
Don’t ever speak my name
Remember you’re to blame
Keep me inside
Keep me inside
My name is suicide

Terrified in sleepless nights
Caught in spotlight dead to rights
Isolate and fight your mind
Telling you you’re left behind

My lying voice inside
Keeps drinking cyanide
And no more can you run
Into the sun

Terrified, sleepless nights
Caught in spotlight dead to rights
Isolate and fight your mind
Telling you you’re left behind

And now you speak my name
You’ve given back the blame
Keep me deep inside
Don’t you keep me inside
Screaming suicide

Now that I’m exposed inside
Shined a light on cyanide
I’m no longer needed here
Now you've faced your biggest fear

Written by James Hetfield, Lars Ulrich & Robert Trujillo

CREDITS

Director: Tim Saccenti
Producer: Daniel Lachman
Executive Producer: Jennifer Heath
Prod Company: Radical Media
Creative Direction: Setta Studios
DP: Joshua Zucker-Pluda
Production Designer: Kurt Gefke
Gaffer: Drew Valenti
Key Grip: Charles Lenz
SPFX: Kevin Watson
Editor: Matt Posey
Editorial: PS260
Colorist: Tom Poole
Color: Company 3
Co3 Producer: Shannen Troup, Nick Krasnic
Digital Artwork: Chris Dammeyer
VFX: Mark Szumski
VFX Company: Hey Beautiful Jerk  
Executive Producer: Gina Niespodziani
Visuals Curator: Dina Chang
Sound Designer: Nicole Pettigrew
PS260 Executive Producer: Raná Martin

Production Supervisor: Kelsie Drinkwater Buchanan
Assistant Director: Michael Estrella
Steadicam: Chris Loh
1st AC: Ethan McDonald
2nd AC: Alan Certeza
DIT: James Petersmeyer
BB Electric: Arin Whitlock
Electric: Tom Peña
Electric: Chris Waldorf
Electric: Darrel Ditri
Lighting Console Programmer: Zane Blanchard
BB Grip: Andy Wilson
Grip: Otis Mannick
Grip: Matt King
Grip: Derick Holub
Projectionist: Ryan Griffin/Projected Visions
VTR/Playback: Robert Buckholz
Leadman: Dylan Robie
Set Dresser: Kenny Davis
Set Dresser: Sean Buckley
Hair & Makeup: Lily Beren
Stylist: Keith Wager
 
Medic: Matt PayneCCO: Chris Howard
Covid Coord: Danielle Rivera
2nd AD: Janet Marin
Production Coordinator: Adam Sun
Production Assistant: Joe BlanaProduction Assistant: Xavier MustiProduction Assistant: Alicia EchevarriaProduction Assistant: Oscar Amaya
Production Assistant: Jackson Linn

Follow Metallica:
Website & Store: http://www.metallica.com
Instagram: http://www.instagram.com/metallica
Facebook: http://www.facebook.com/metallica
TikTok: http://www.tiktok.com/@metallica

© 2023 Blackened Recordings

#Metallica #ScreamingSuicide #72Seasons",18045,250107,6756061
40,yKNxeF4KMsY,Coldplay - Yellow (Official Video),Coldplay,"Coldplay - Yellow is taken from the debut album Parachutes released in 2000

Newly restored 4K version of the video added 10 July 2020.

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album Parachutes on YouTube here:
https://www.youtube.com/playlist?list=OLAK5uy_m4lOn8HJoLfTETxg2d6QouxcQd3nM4Gf0

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify


ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their nine Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power and My Universe.

#Coldplay #Yellow #Parachutes",128455,5173507,958868657
41,dvgZkm1xWPE,Coldplay - Viva La Vida (Official Video),Coldplay,"Coldplay - Viva La Vida is taken from the album Viva La Vida or Death and All His Friends released in 2008 (hear the album at https://smarturl.it/coldplayviva)  

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album Viva La Vida or Death and All His Friends on YouTube here: https://www.youtube.com/playlist?list=OLAK5uy_kIHwTLIf-YYAiY7zDOtt0dOwQYokBLHJM

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify


ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their nine Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power and My Universe.

#Coldplay #VivaLaVida #VivaLaVidaorDeathandAllHisFriends",273708,4887385,855617223
42,1aokooixKIo,Sparks,Coldplay - Topic,"Provided to YouTube by Parlophone UK

Sparks · Coldplay

Parachutes

℗ 2000 Parlophone Records Ltd, a Warner Music Group Company

Guitarra: Guy Berryman
Guitarra: Will Champion
Guitarra: Chris Martin
Unknown: Andrea Wright
Acoustic  Guitar: Chris Martin
Keyboards: Chris Martin
Producer: Chris Martin
Lead  Vocals: Chris Martin
Unknown: George Marino
Bass  Guitar: Guy Berryman
Producer: Guy Berryman
Unknown: Jon Coles
Electric  Guitar: Jonny Buckland
Piano: Jonny Buckland
Producer: Jonny Buckland
Backing  Vocals: Jonny Buckland
Unknown, Producer: Ken Nelson
Programmer: Mark Phythian
Unknown: Michael H. Brauer
Unknown: Paul Read
Unknown: Simon Barnicott
Drums, Percussion: Will Champion
Producer: Will Champion
Backing  Vocals: Will Champion
Writer: Chris Martin
Writer: Guy Berryman
Writer: Jonny Buckland
Writer: Will Champion

Auto-generated by YouTube.",3593,1088827,112561445
43,FM7MFYoylVs,The Chainsmokers & Coldplay - Something Just Like This (Lyric),ChainsmokersVEVO,"Official lyric video for ”Something Just Like This” by The Chainsmokers
Listen to The Chainsmokers: https://thechainsmokers.lnk.to/listenYD 
Watch more videos by The Chainsmokers: https://thechainsmokers.lnk.to/listenYD/youtube 

Subscribe to the official Chainsmokers YouTube channel: https://thechainsmokers.lnk.to/subscribeYD 

Follow The Chainsmokers
Facebook: https://thechainsmokers.lnk.to/followFI 
Instagram: https://thechainsmokers.lnk.to/followII 
Twitter: https://thechainsmokers.lnk.to/followTI 
Website: https://thechainsmokers.lnk.to/followWI 
Spotify: https://thechainsmokers.lnk.to/followSI 

Lyrics:
I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo

#SomethingJustLikeThis #TheChainsmokers #Coldplay #EDM",271817,10578726,2192815271
44,RB-RcX5DS5A,Coldplay - The Scientist (Official 4K Video),Coldplay,"Coldplay - The Scientist is taken from the album A Rush of Blood to the Head released in 2002 - hear the album at https://coldplay.lnk.to/AROBTTH 

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album A Rush of Blood to the Head on YouTube here: https://www.youtube.com/playlist?list=OLAK5uy_k2FivlV4BFfc5fGkDXmmt_gTGAqhN00YE

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify


ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their nine Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power and My Universe.

#Coldplay #TheScientist #ARushofBloodtotheHead",127488,5842278,1148066924
45,VPRjCeoBqrI,Coldplay - A Sky Full Of Stars (Official Video),Coldplay,"Coldplay - A Sky Full Of Stars is taken from the album Ghost Stories released in 2014 (hear the album at https://smarturl.it/ghststrs)  

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album Ghost Stories on YouTube here: https://www.youtube.com/playlist?list=OLAK5uy_kHP2sIxRFPxziqO3zZyJSt12pH8HS-_a8

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify


ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their nine Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power and My Universe.

#Coldplay #ASkyFullOfStars #GhostStories",83306,4069823,862272408
46,1G4isv_Fylg,Coldplay - Paradise (Official Video),Coldplay,"Coldplay - Paradise is taken from the album Mylo Xyloto released in 2011

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album Mylo Xyloto on YouTube here:https://www.youtube.com/playlist?list=OLAK5uy_kl4b_zD7LKAf3zQLwthKpWCcNDwkxhU3Y

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify

ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their eight Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power.

#Coldplay #Paradise #MyloXyloto",350204,8940227,1777151415
47,YykjpeuMNEk,Coldplay - Hymn For The Weekend (Official Video),Coldplay,"Coldplay - Hymn For The Weekend is taken from the album A Head Full of Dreams released in 2015 

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album A Head Full of Dreams on YouTube here:https://www.youtube.com/playlist?list=OLAK5uy_k9JzaucpnUEtwkI6e1N4eD7eYSVpM9MZA

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify

CREDITS:
Production Company: Black Dog Films with River Studios
Director: Ben Mor 
Executive Producers: Katie Dolan & Mike Rothenberg
Producer: Nina Dluhy-Miller
VFX supervisor (Los Angeles): Uzi Mor
VFX supervisor (Tel Aviv): Yaron Yashinski
Visual Effects by Yashinski Studio: Shay Wax, Elad Naim, Or Terry & Dan Geiger
Coldplay Manager: Dave Holmes (http://www.daveholmesmanagement.com)

ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their eight Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power.

#Coldplay #HymnForTheWeekend #AHeadFullOfDreams",394456,14396480,1960039485
